Label_0,Label,Frequency,Effective_1
Shots_By_OutComeGen_Adv,Serve_Rally,6,5.0
Shots_By_OutComeGen_Adv,Serve_Won,7,95.0
Shots_By_OutComeGen_Deuce_First,Rally_Lost,6,-60.0
Shots_By_OutComeGen_Deuce_First,Rally_Rally,16,16.0
Shots_By_OutComeGen_Deuce_First,Rally_Won,4,40.0
Shots_By_OutComeGen_Deuce_First,Return_Lost,7,-70.0
Shots_By_OutComeGen_Deuce_First,Return_Rally,2,10.0
Shots_By_OutComeGen_Deuce_First,Return_Won,4,40.0
Shots_By_OutComeGen_Deuce_First,Serve_Rally,8,0.0
Shots_By_OutComeGen_Deuce_First,Serve_Won,8,105.0
Shots_By_OutComeGen_Deuce_Second,Rally_Lost,1,-10.0
Shots_By_OutComeGen_Deuce_Second,Rally_Rally,1,1.0
Shots_By_OutComeGen_Deuce_Second,Rally_Won,2,20.0
Shots_By_OutComeGen_Deuce_Second,Return_Lost,3,-30.0
Shots_By_OutComeGen_Deuce_Second,Return_Rally,3,3.0
Shots_By_OutComeGen_Deuce_Second,Return_Won,1,15.0
Shots_By_OutComeGen_Deuce_Second,Serve_Lost,3,-40.0
Shots_By_OutComeGen_Deuce_Second,Serve_Won,1,20.0
Shots_By_OutComeGen_Adv_First,Rally_Lost,4,-40.0
Shots_By_OutComeGen_Adv_First,Rally_Rally,7,7.0
Shots_By_OutComeGen_Adv_First,Rally_Won,7,70.0
Shots_By_OutComeGen_Adv_First,Return_Lost,2,-20.0
Shots_By_OutComeGen_Adv_First,Return_Rally,6,30.0
Shots_By_OutComeGen_Adv_First,Return_Won,3,30.0
Shots_By_OutComeGen_Adv_First,Serve_Lost,1,-15.0
Shots_By_OutComeGen_Adv_First,Serve_Rally,5,0.0
Shots_By_OutComeGen_Adv_First,Serve_Won,6,85.0
Shots_By_OutComeGen_Adv_Second,Rally_Rally,1,1.0
Shots_By_OutComeGen_Adv_Second,Rally_Won,2,20.0
Shots_By_OutComeGen_Adv_Second,Return_Lost,2,-20.0
Shots_By_OutComeGen_Adv_Second,Return_Rally,1,1.0
Shots_By_OutComeGen_Adv_Second,Return_Won,6,85.0
Shots_By_OutComeGen_Adv_Second,Serve_Lost,3,-40.0
Shots_By_OutComeGen_Adv_Second,Serve_Rally,1,5.0
Shots_By_OutComeGen_Adv_Second,Serve_Won,1,10.0
Eval1_By_OutCome_Effective,Rally_Lost_thru_Mistake,11,-110.0
Eval1_By_OutCome_Effective,Rally_Rally,25,25.0
Eval1_By_OutCome_Effective,Rally_Won_thru_Winner,15,150.0
Eval1_By_OutCome_Effective,Return_Lost_thru_Mistake,14,-140.0
Eval1_By_OutCome_Effective,Return_Rally,12,44.0
Eval1_By_OutCome_Effective,Return_Won_thru_Winner,14,170.0
Eval1_By_OutCome_Effective,Serve_Lost_thru_Mistake,7,-95.0
Eval1_By_OutCome_Effective,Serve_Rally,14,5.0
Eval1_By_OutCome_Effective,Serve_Won_thru_Winner,16,220.0
Eval1_By_OutCome_Effective_First,Rally_Lost_thru_Mistake,10,-100.0
Eval1_By_OutCome_Effective_First,Rally_Rally,23,23.0
Eval1_By_OutCome_Effective_First,Rally_Won_thru_Winner,11,110.0
Eval1_By_OutCome_Effective_First,Return_Lost_thru_Mistake,9,-90.0
Eval1_By_OutCome_Effective_First,Return_Rally,8,40.0
Eval1_By_OutCome_Effective_First,Return_Won_thru_Winner,7,70.0
Eval1_By_OutCome_Effective_First,Serve_Lost_thru_Mistake,1,-15.0
Eval1_By_OutCome_Effective_First,Serve_Rally,13,0.0
Eval1_By_OutCome_Effective_First,Serve_Won_thru_Winner,14,190.0
Eval1_By_OutCome_Effective_Second,Rally_Lost_thru_Mistake,1,-10.0
Eval1_By_OutCome_Effective_Second,Rally_Rally,2,2.0
Eval1_By_OutCome_Effective_Second,Rally_Won_thru_Winner,4,40.0
Eval1_By_OutCome_Effective_Second,Return_Lost_thru_Mistake,5,-50.0
Eval1_By_OutCome_Effective_Second,Return_Rally,4,4.0
Eval1_By_OutCome_Effective_Second,Return_Won_thru_Winner,7,100.0
Eval1_By_OutCome_Effective_Second,Serve_Lost_thru_Mistake,6,-80.0
Eval1_By_OutCome_Effective_Second,Serve_Rally,1,5.0
Eval1_By_OutCome_Effective_Second,Serve_Won_thru_Winner,2,30.0
Eval1_By_OutCome_Effective_Deuce,Rally_Lost_thru_Mistake,7,-70.0
Eval1_By_OutCome_Effective_Deuce,Rally_Rally,17,17.0
Eval1_By_OutCome_Effective_Deuce,Rally_Won_thru_Winner,6,60.0
Eval1_By_OutCome_Effective_Deuce,Return_Lost_thru_Mistake,10,-100.0
Eval1_By_OutCome_Effective_Deuce,Return_Rally,5,13.0
Eval1_By_OutCome_Effective_Deuce,Return_Won_thru_Winner,5,55.0
Eval1_By_OutCome_Effective_Deuce,Serve_Lost_thru_Mistake,3,-40.0
Eval1_By_OutCome_Effective_Deuce,Serve_Rally,8,0.0
Eval1_By_OutCome_Effective_Deuce,Serve_Won_thru_Winner,9,125.0
Eval1_By_OutCome_Effective_Adv,Rally_Lost_thru_Mistake,4,-40.0
Eval1_By_OutCome_Effective_Adv,Rally_Rally,8,8.0
Eval1_By_OutCome_Effective_Adv,Rally_Won_thru_Winner,9,90.0
Eval1_By_OutCome_Effective_Adv,Return_Lost_thru_Mistake,4,-40.0
Eval1_By_OutCome_Effective_Adv,Return_Rally,7,31.0
Eval1_By_OutCome_Effective_Adv,Return_Won_thru_Winner,9,115.0
Eval1_By_OutCome_Effective_Adv,Serve_Lost_thru_Mistake,4,-55.0
Eval1_By_OutCome_Effective_Adv,Serve_Rally,6,5.0
Eval1_By_OutCome_Effective_Adv,Serve_Won_thru_Winner,7,95.0
Eval1_By_OutCome_Effective_Deuce_First,Rally_Lost_thru_Mistake,6,-60.0
Eval1_By_OutCome_Effective_Deuce_First,Rally_Rally,16,16.0
Eval1_By_OutCome_Effective_Deuce_First,Rally_Won_thru_Winner,4,40.0
Eval1_By_OutCome_Effective_Deuce_First,Return_Lost_thru_Mistake,7,-70.0
Eval1_By_OutCome_Effective_Deuce_First,Return_Rally,2,10.0
Eval1_By_OutCome_Effective_Deuce_First,Return_Won_thru_Winner,4,40.0
Eval1_By_OutCome_Effective_Deuce_First,Serve_Rally,8,0.0
Eval1_By_OutCome_Effective_Deuce_First,Serve_Won_thru_Winner,8,105.0
Eval1_By_OutCome_Effective_Deuce_Second,Rally_Lost_thru_Mistake,1,-10.0
Eval1_By_OutCome_Effective_Deuce_Second,Rally_Rally,1,1.0
Eval1_By_OutCome_Effective_Deuce_Second,Rally_Won_thru_Winner,2,20.0
Eval1_By_OutCome_Effective_Deuce_Second,Return_Lost_thru_Mistake,3,-30.0
Eval1_By_OutCome_Effective_Deuce_Second,Return_Rally,3,3.0
Eval1_By_OutCome_Effective_Deuce_Second,Return_Won_thru_Winner,1,15.0
Eval1_By_OutCome_Effective_Deuce_Second,Serve_Lost_thru_Mistake,3,-40.0
Eval1_By_OutCome_Effective_Deuce_Second,Serve_Won_thru_Winner,1,20.0
Eval1_By_OutCome_Effective_Adv_First,Rally_Lost_thru_Mistake,4,-40.0
Eval1_By_OutCome_Effective_Adv_First,Rally_Rally,7,7.0
Eval1_By_OutCome_Effective_Adv_First,Rally_Won_thru_Winner,7,70.0
Eval1_By_OutCome_Effective_Adv_First,Return_Lost_thru_Mistake,2,-20.0
Eval1_By_OutCome_Effective_Adv_First,Return_Rally,6,30.0
Eval1_By_OutCome_Effective_Adv_First,Return_Won_thru_Winner,3,30.0
Eval1_By_OutCome_Effective_Adv_First,Serve_Lost_thru_Mistake,1,-15.0
Eval1_By_OutCome_Effective_Adv_First,Serve_Rally,5,0.0
Eval1_By_OutCome_Effective_Adv_First,Serve_Won_thru_Winner,6,85.0
Eval1_By_OutCome_Effective_Adv_Second,Rally_Rally,1,1.0
Eval1_By_OutCome_Effective_Adv_Second,Rally_Won_thru_Winner,2,20.0
Eval1_By_OutCome_Effective_Adv_Second,Return_Lost_thru_Mistake,2,-20.0
Eval1_By_OutCome_Effective_Adv_Second,Return_Rally,1,1.0
Eval1_By_OutCome_Effective_Adv_Second,Return_Won_thru_Winner,6,85.0
Eval1_By_OutCome_Effective_Adv_Second,Serve_Lost_thru_Mistake,3,-40.0
Eval1_By_OutCome_Effective_Adv_Second,Serve_Rally,1,5.0
Eval1_By_OutCome_Effective_Adv_Second,Serve_Won_thru_Winner,1,10.0
Effective_Score2_Shots,Effective_Score_BH,24,47.0
Effective_Score2_Shots,Effective_Score_FH,63,51.0
Effective_Score2_Shots,Effective_Score_Slice,8,-7.0
Effective_Score2_Shots,Effective_Score_Volley,2,20.0
ShotsEval2_By_OutComeGen_Effective,BH_Lost,2,
ShotsEval2_By_OutComeGen_Effective,BH_Rally,17,
ShotsEval2_By_OutComeGen_Effective,BH_Won,5,
ShotsEval2_By_OutComeGen_Effective,FH_Lost,15,
ShotsEval2_By_OutComeGen_Effective,FH_Rally,31,
ShotsEval2_By_OutComeGen_Effective,FH_Won,17,
ShotsEval2_By_OutComeGen_Effective,Slice_Lost,3,
ShotsEval2_By_OutComeGen_Effective,Slice_Rally,3,
ShotsEval2_By_OutComeGen_Effective,Slice_Won,2,
ShotsEval2_By_OutComeGen_Effective,Volley_Won,2,
Eval2_By_OutCome_Effective,BH_Lost_thru_Mistake,2,
Eval2_By_OutCome_Effective,BH_Rally,17,
Eval2_By_OutCome_Effective,BH_Won_thru_Winner,5,
Eval2_By_OutCome_Effective,FH_Lost_thru_Mistake,15,
Eval2_By_OutCome_Effective,FH_Rally,31,
Eval2_By_OutCome_Effective,FH_Won_thru_Winner,17,
Eval2_By_OutCome_Effective,Slice_Lost_thru_Mistake,3,
Eval2_By_OutCome_Effective,Slice_Rally,3,
Eval2_By_OutCome_Effective,Slice_Won_thru_Winner,2,
Eval2_By_OutCome_Effective,Volley_Won_thru_Winner,2,
Shots_By_Part_OutComeGen,Return_One_Lost,7,
Shots_By_Part_OutComeGen,Return_One_Won,8,
Shots_By_Part_OutComeGen,Return_Two_Lost,7,
Shots_By_Part_OutComeGen,Return_Two_Rally,12,
Shots_By_Part_OutComeGen,Return_Two_Won,6,
Shots_By_Part_OutComeGen,Serve_One_Lost,5,
Shots_By_Part_OutComeGen,Serve_One_Won,11,
Shots_By_Part_OutComeGen,Serve_Two_Lost,2,
Shots_By_Part_OutComeGen,Serve_Two_Rally,14,
Shots_By_Part_OutComeGen,Serve_Two_Won,5,
Shots_By_Part_OutCome,Return_One_Lost_thru_Mistake,7,
Shots_By_Part_OutCome,Return_One_Won_thru_Winner,8,
Shots_By_Part_OutCome,Return_Two_Lost_thru_Mistake,7,
Shots_By_Part_OutCome,Return_Two_Rally,12,
Shots_By_Part_OutCome,Return_Two_Won_thru_Winner,6,
Shots_By_Part_OutCome,Serve_One_Lost_thru_Mistake,5,
Shots_By_Part_OutCome,Serve_One_Won_thru_Winner,11,
Shots_By_Part_OutCome,Serve_Two_Lost_thru_Mistake,2,
Shots_By_Part_OutCome,Serve_Two_Rally,14,
Shots_By_Part_OutCome,Serve_Two_Won_thru_Winner,5,
Shots_By_Part_OutCome_Shot,Return_One_Lost_thru_Mistake_FH,7,
Shots_By_Part_OutCome_Shot,Return_One_Won_thru_Winner_BH,1,
Shots_By_Part_OutCome_Shot,Return_One_Won_thru_Winner_FH,7,
Shots_By_Part_OutCome_Shot,Return_Two_Lost_thru_Mistake_BH,2,
Shots_By_Part_OutCome_Shot,Return_Two_Lost_thru_Mistake_FH,3,
Shots_By_Part_OutCome_Shot,Return_Two_Lost_thru_Mistake_Slice,2,
Shots_By_Part_OutCome_Shot,Return_Two_Rally_BH,5,
Shots_By_Part_OutCome_Shot,Return_Two_Rally_FH,7,
Shots_By_Part_OutCome_Shot,Return_Two_Won_thru_Winner_BH,2,
Shots_By_Part_OutCome_Shot,Return_Two_Won_thru_Winner_FH,4,
Shots_By_Part_OutCome_Shot,Serve_One_Lost_thru_Mistake_Serve,5,
Shots_By_Part_OutCome_Shot,Serve_One_Won_thru_Winner_Serve,11,
Shots_By_Part_OutCome_Shot,Serve_Two_Lost_thru_Mistake_FH,2,
Shots_By_Part_OutCome_Shot,Serve_Two_Rally_BH,3,
Shots_By_Part_OutCome_Shot,Serve_Two_Rally_FH,9,
Shots_By_Part_OutCome_Shot,Serve_Two_Rally_Slice,2,
Shots_By_Part_OutCome_Shot,Serve_Two_Won_thru_Winner_FH,5,
Start_SplitBy_Serve_Type_OutComeGen,BH_First_Rally,8,
Start_SplitBy_Serve_Type_OutComeGen,BH_First_Won,1,
Start_SplitBy_Serve_Type_OutComeGen,BH_Second_Rally,1,
Start_SplitBy_Serve_Type_OutComeGen,BH_Second_Won,2,
Start_SplitBy_Serve_Type_OutComeGen,FH_First_Lost,9,
Start_SplitBy_Serve_Type_OutComeGen,FH_First_Rally,14,
Start_SplitBy_Serve_Type_OutComeGen,FH_First_Won,7,
Start_SplitBy_Serve_Type_OutComeGen,FH_Second_Lost,1,
Start_SplitBy_Serve_Type_OutComeGen,FH_Second_Rally,1,
Start_SplitBy_Serve_Type_OutComeGen,FH_Second_Won,1,
Start_SplitBy_Serve_Type_OutComeGen,Return_First_Lost,9,
Start_SplitBy_Serve_Type_OutComeGen,Return_First_Rally,8,
Start_SplitBy_Serve_Type_OutComeGen,Return_First_Won,7,
Start_SplitBy_Serve_Type_OutComeGen,Return_Second_Lost,5,
Start_SplitBy_Serve_Type_OutComeGen,Return_Second_Rally,4,
Start_SplitBy_Serve_Type_OutComeGen,Return_Second_Won,7,
Start_SplitBy_Serve_Type_OutComeGen,Serve_First_Lost,1,
Start_SplitBy_Serve_Type_OutComeGen,Serve_First_Rally,13,
Start_SplitBy_Serve_Type_OutComeGen,Serve_First_Won,14,
Start_SplitBy_Serve_Type_OutComeGen,Serve_Second_Lost,6,
Start_SplitBy_Serve_Type_OutComeGen,Serve_Second_Rally,1,
Start_SplitBy_Serve_Type_OutComeGen,Serve_Second_Won,2,
Start_SplitBy_Serve_Type_OutComeGen,Slice_First_Lost,1,
Start_SplitBy_Serve_Type_OutComeGen,Slice_First_Rally,1,
Start_SplitBy_Serve_Type_OutComeGen,Slice_First_Won,2,
Start_SplitBy_Serve_Type_OutComeGen,Volley_First_Won,1,
Start_SplitBy_Serve_Type_OutComeGen,Volley_Second_Won,1,
Start_SplitBy_Serve_Type_Part_OutCome,Return_First_One_Lost_thru_Mistake,3,
Start_SplitBy_Serve_Type_Part_OutCome,Return_First_One_Won_thru_Winner,2,
Start_SplitBy_Serve_Type_Part_OutCome,Return_First_Two_Lost_thru_Mistake,6,
Start_SplitBy_Serve_Type_Part_OutCome,Return_First_Two_Rally,8,
Start_SplitBy_Serve_Type_Part_OutCome,Return_First_Two_Won_thru_Winner,5,
Start_SplitBy_Serve_Type_Part_OutCome,Return_Second_One_Lost_thru_Mistake,4,
Start_SplitBy_Serve_Type_Part_OutCome,Return_Second_One_Won_thru_Winner,6,
Start_SplitBy_Serve_Type_Part_OutCome,Return_Second_Two_Lost_thru_Mistake,1,
Start_SplitBy_Serve_Type_Part_OutCome,Return_Second_Two_Rally,4,
Start_SplitBy_Serve_Type_Part_OutCome,Return_Second_Two_Won_thru_Winner,1,
Start_SplitBy_Serve_Type_Part_OutCome,Serve_First_One_Lost_thru_Mistake,1,
Start_SplitBy_Serve_Type_Part_OutCome,Serve_First_One_Won_thru_Winner,10,
Start_SplitBy_Serve_Type_Part_OutCome,Serve_First_Two_Rally,13,
Start_SplitBy_Serve_Type_Part_OutCome,Serve_First_Two_Won_thru_Winner,4,
Start_SplitBy_Serve_Type_Part_OutCome,Serve_Second_One_Lost_thru_Mistake,4,
Start_SplitBy_Serve_Type_Part_OutCome,Serve_Second_One_Won_thru_Winner,1,
Start_SplitBy_Serve_Type_Part_OutCome,Serve_Second_Two_Lost_thru_Mistake,2,
Start_SplitBy_Serve_Type_Part_OutCome,Serve_Second_Two_Rally,1,
Start_SplitBy_Serve_Type_Part_OutCome,Serve_Second_Two_Won_thru_Winner,1,
Start_SplitBy_Serve_Type_Part_OutCome_Shot,Return_First_One_Lost_thru_Mistake_FH,3,
Start_SplitBy_Serve_Type_Part_OutCome_Shot,Return_First_One_Won_thru_Winner_FH,2,
Start_SplitBy_Serve_Type_Part_OutCome_Shot,Return_First_Two_Lost_thru_Mistake_BH,1,
Start_SplitBy_Serve_Type_Part_OutCome_Shot,Return_First_Two_Lost_thru_Mistake_FH,3,
Start_SplitBy_Serve_Type_Part_OutCome_Shot,Return_First_Two_Lost_thru_Mistake_Slice,2,
Start_SplitBy_Serve_Type_Part_OutCome_Shot,Return_First_Two_Rally_BH,3,
Start_SplitBy_Serve_Type_Part_OutCome_Shot,Return_First_Two_Rally_FH,5,
Start_SplitBy_Serve_Type_Part_OutCome_Shot,Return_First_Two_Won_thru_Winner_BH,2,
Start_SplitBy_Serve_Type_Part_OutCome_Shot,Return_First_Two_Won_thru_Winner_FH,3,
Start_SplitBy_Serve_Type_Part_OutCome_Shot,Return_Second_One_Lost_thru_Mistake_FH,4,
Start_SplitBy_Serve_Type_Part_OutCome_Shot,Return_Second_One_Won_thru_Winner_BH,1,
Start_SplitBy_Serve_Type_Part_OutCome_Shot,Return_Second_One_Won_thru_Winner_FH,5,
Start_SplitBy_Serve_Type_Part_OutCome_Shot,Return_Second_Two_Lost_thru_Mistake_BH,1,
Start_SplitBy_Serve_Type_Part_OutCome_Shot,Return_Second_Two_Rally_BH,2,
Start_SplitBy_Serve_Type_Part_OutCome_Shot,Return_Second_Two_Rally_FH,2,
Start_SplitBy_Serve_Type_Part_OutCome_Shot,Return_Second_Two_Won_thru_Winner_FH,1,
Start_SplitBy_Serve_Type_Part_OutCome_Shot,Serve_First_One_Lost_thru_Mistake_Serve,1,
Start_SplitBy_Serve_Type_Part_OutCome_Shot,Serve_First_One_Won_thru_Winner_Serve,10,
Start_SplitBy_Serve_Type_Part_OutCome_Shot,Serve_First_Two_Rally_BH,3,
Start_SplitBy_Serve_Type_Part_OutCome_Shot,Serve_First_Two_Rally_FH,9,
Start_SplitBy_Serve_Type_Part_OutCome_Shot,Serve_First_Two_Rally_Slice,1,
Start_SplitBy_Serve_Type_Part_OutCome_Shot,Serve_First_Two_Won_thru_Winner_FH,4,
Start_SplitBy_Serve_Type_Part_OutCome_Shot,Serve_Second_One_Lost_thru_Mistake_Serve,4,
Start_SplitBy_Serve_Type_Part_OutCome_Shot,Serve_Second_One_Won_thru_Winner_Serve,1,
Start_SplitBy_Serve_Type_Part_OutCome_Shot,Serve_Second_Two_Lost_thru_Mistake_FH,2,
Start_SplitBy_Serve_Type_Part_OutCome_Shot,Serve_Second_Two_Rally_Slice,1,
Start_SplitBy_Serve_Type_Part_OutCome_Shot,Serve_Second_Two_Won_thru_Winner_FH,1,
Start_SplitBy_Serve_Type_Origin_OutComeGen,BH_First_Adv_Rally,2,
Start_SplitBy_Serve_Type_Origin_OutComeGen,BH_First_Deuce_Rally,6,
Start_SplitBy_Serve_Type_Origin_OutComeGen,BH_First_Deuce_Won,1,
Start_SplitBy_Serve_Type_Origin_OutComeGen,BH_Second_Adv_Won,1,
Start_SplitBy_Serve_Type_Origin_OutComeGen,BH_Second_Deuce_Rally,1,
Start_SplitBy_Serve_Type_Origin_OutComeGen,BH_Second_Deuce_Won,1,
Start_SplitBy_Serve_Type_Origin_OutComeGen,FH_First_Adv_Lost,4,
Start_SplitBy_Serve_Type_Origin_OutComeGen,FH_First_Adv_Rally,4,
Start_SplitBy_Serve_Type_Origin_OutComeGen,FH_First_Adv_Won,5,
Start_SplitBy_Serve_Type_Origin_OutComeGen,FH_First_Deuce_Lost,5,
Start_SplitBy_Serve_Type_Origin_OutComeGen,FH_First_Deuce_Rally,10,
Start_SplitBy_Serve_Type_Origin_OutComeGen,FH_First_Deuce_Won,2,
Start_SplitBy_Serve_Type_Origin_OutComeGen,FH_Second_Adv_Rally,1,
Start_SplitBy_Serve_Type_Origin_OutComeGen,FH_Second_Adv_Won,1,
Start_SplitBy_Serve_Type_Origin_OutComeGen,FH_Second_Deuce_Lost,1,
Start_SplitBy_Serve_Type_Origin_OutComeGen,Return_First_Adv_Lost,2,
Start_SplitBy_Serve_Type_Origin_OutComeGen,Return_First_Adv_Rally,6,
Start_SplitBy_Serve_Type_Origin_OutComeGen,Return_First_Adv_Won,3,
Start_SplitBy_Serve_Type_Origin_OutComeGen,Return_First_Deuce_Lost,7,
Start_SplitBy_Serve_Type_Origin_OutComeGen,Return_First_Deuce_Rally,2,
Start_SplitBy_Serve_Type_Origin_OutComeGen,Return_First_Deuce_Won,4,
Start_SplitBy_Serve_Type_Origin_OutComeGen,Return_Second_Adv_Lost,2,
Start_SplitBy_Serve_Type_Origin_OutComeGen,Return_Second_Adv_Rally,1,
Start_SplitBy_Serve_Type_Origin_OutComeGen,Return_Second_Adv_Won,6,
Start_SplitBy_Serve_Type_Origin_OutComeGen,Return_Second_Deuce_Lost,3,
Start_SplitBy_Serve_Type_Origin_OutComeGen,Return_Second_Deuce_Rally,3,
Start_SplitBy_Serve_Type_Origin_OutComeGen,Return_Second_Deuce_Won,1,
Start_SplitBy_Serve_Type_Origin_OutComeGen,Serve_First_Adv_Lost,1,
Start_SplitBy_Serve_Type_Origin_OutComeGen,Serve_First_Adv_Rally,5,
Start_SplitBy_Serve_Type_Origin_OutComeGen,Serve_First_Adv_Won,6,
Start_SplitBy_Serve_Type_Origin_OutComeGen,Serve_First_Deuce_Rally,8,
Start_SplitBy_Serve_Type_Origin_OutComeGen,Serve_First_Deuce_Won,8,
Start_SplitBy_Serve_Type_Origin_OutComeGen,Serve_Second_Adv_Lost,3,
Start_SplitBy_Serve_Type_Origin_OutComeGen,Serve_Second_Adv_Rally,1,
Start_SplitBy_Serve_Type_Origin_OutComeGen,Serve_Second_Adv_Won,1,
Start_SplitBy_Serve_Type_Origin_OutComeGen,Serve_Second_Deuce_Lost,3,
Start_SplitBy_Serve_Type_Origin_OutComeGen,Serve_Second_Deuce_Won,1,
Start_SplitBy_Serve_Type_Origin_OutComeGen,Slice_First_Adv_Rally,1,
Start_SplitBy_Serve_Type_Origin_OutComeGen,Slice_First_Adv_Won,1,
Start_SplitBy_Serve_Type_Origin_OutComeGen,Slice_First_Deuce_Lost,1,
Start_SplitBy_Serve_Type_Origin_OutComeGen,Slice_First_Deuce_Won,1,
Start_SplitBy_Serve_Type_Origin_OutComeGen,Volley_First_Adv_Won,1,
Start_SplitBy_Serve_Type_Origin_OutComeGen,Volley_Second_Deuce_Won,1,
Start_SplitBy_Serve_Type_Origin_Part_OutCome,Return_First_Adv_One_Won_thru_Winner,2,
Start_SplitBy_Serve_Type_Origin_Part_OutCome,Return_First_Adv_Two_Lost_thru_Mistake,2,
Start_SplitBy_Serve_Type_Origin_Part_OutCome,Return_First_Adv_Two_Rally,6,
Start_SplitBy_Serve_Type_Origin_Part_OutCome,Return_First_Adv_Two_Won_thru_Winner,1,
Start_SplitBy_Serve_Type_Origin_Part_OutCome,Return_First_Deuce_One_Lost_thru_Mistake,3,
Start_SplitBy_Serve_Type_Origin_Part_OutCome,Return_First_Deuce_Two_Lost_thru_Mistake,4,
